formatted_date;temperature_2m; temperature_2m_min; temperature_2m_max;total_precipitation_sum;surface_pressure
18/06/2021;294,3824144;291,4447027;298,7420002;0,017965277;90510,40915
19/06/2021;294,7966618;291,5981674;299,5949117;0,006793256;90551,2659
20/06/2021;294,5778209;291,5095864;298,7948185;0,009212151;90600,11231
21/06/2021;294,5217511;291,2457866;298,8097136;0,009156494;90615,6115
22/06/2021;294,0138439;290,9453596;298,0666664;0,008761973;90702,11575
23/06/2021;294,166462;290,8410697;298,7114631;0,006160853;90693,75908
24/06/2021;293,8394548;291,0191244;297,8622991;0,01201427;90606,35054
25/06/2021;293,9813979;290,460011;298,762562;0,009763421;90577,54384
26/06/2021;293,5610233;291,2917465;297,0275402;0,016145218;90580,31272
27/06/2021;293,7552356;290,7888276;297,6358121;0,008587162;90563,97883
28/06/2021;294,4326326;290,4252258;299,5361579;0,004569454;90586,01218
29/06/2021;295,0513332;290,8635311;300,3366076;0,003688971;90541,1572
30/06/2021;294,79899;291,5192442;299,3278122;0,011115648;90474,21121
1/07/2021;294,2153262;291,1167545;298,3616144;0,007683297;90531,11036
2/07/2021;294,5119896;291,1259273;299,189722;0,009695567;90627,3064
3/07/2021;294,6005649;291,1532641;298,8427624;0,007226312;90631,09651
4/07/2021;294,5970358;291,0508166;299,3665749;0,007302907;90652,55934
5/07/2021;294,7003282;291,0673087;299,5094325;0,006040107;90668,90251
6/07/2021;295,2043152;291,3260543;300,2061836;0,003084759;90625,71212
7/07/2021;295,5581471;291,4300181;300,8583831;0,00489923;90401,24637
8/07/2021;295,1661209;291,4599329;300,1263885;0,012090471;90349,82101
9/07/2021;294,9193834;291,8129098;298,929997;0,015560754;90413,69239
10/07/2021;294,0123605;291,7773829;297,1447209;0,024069971;90486,68477
11/07/2021;294,0137012;291,1562517;297,9613075;0,010610356;90530,39012
12/07/2021;294,8619675;291,2586363;299,714336;0,01252824;90467,44955
13/07/2021;294,7771173;291,3814217;299,3689626;0,013049438;90528,80556
14/07/2021;295,1625889;291,4021819;299,9637356;0,007434484;90583,16821
15/07/2021;295,4173769;292,083206;300,3207221;0,00827139;90528,31644
16/07/2021;294,9987889;291,7208262;299,9844149;0,010618274;90485,12444
17/07/2021;294,5491736;291,6472616;298,7966356;0,015926938;90504,67191
